5.356887607606046764e-01 2.459154834885993735e-01 3.516042274025834580e-01 8.201267846145279261e-01 2.728386613963728058e-01 1.025963842586422592e-01 7.445564298242471901e-01 5.411107550981780756e-01 4.075979885164395800e-01 2.434438314768371248e-01
5.795380636917113470e-01 4.900995202555317176e-01 3.588363865219545978e-02 3.998993558101713308e-01 4.041419789121767359e-01 7.410561130946213826e-02 2.842691116934623619e-01 6.108878522491650864e-01 6.890424833385179193e-01 9.437149054652504976e-01
5.928380013724261488e-01 5.489988642365690730e-01 2.076746762682118996e-01 4.466191746655221451e-01 1.136690044177501857e-02 8.237813713494085421e-01 5.411601454152205060e-01 3.434760254540877300e-01 7.722868590624132334e-02 2.031067869934504166e-01
2.694076345903269054e-01 5.571535251518944243e-02 4.259628976625855490e-01 9.785316882864134591e-01 1.881617113923064188e-01 7.076524119877546370e-01 1.627712107064240854e-01 8.428436946591956191e-01 4.317526738518915330e-01 5.765444331127271838e-01
1.841969382865997762e-01 9.553595311347494734e-01 5.668234073404078144e-01 8.449700270645145173e-01 9.968433915018191094e-01 6.376765270876008085e-01 1.709601406597152096e-01 6.166133721267552659e-01 4.718557830424432442e-01 3.833529040391447928e-01
1.150370277580509137e-01 1.751489758115328810e-01 7.538884858923354804e-01 6.102465763703324164e-01 2.172326014768188873e-01 4.844484823419558106e-01 7.381291933027094299e-01 4.941060853911252160e-01 5.243017292477545332e-01 5.766902052728449801e-01
5.778054090878865789e-01 6.970369066781819667e-01 8.947455934290327040e-01 2.332776281353687864e-02 2.705981968703449203e-01 5.504861067974209377e-02 3.023424164535105652e-01 5.785172887117832063e-01 2.274189959670700478e-01 3.057027584940608111e-02
4.190091780120115406e-01 4.206487959730704773e-01 1.454006887752394839e-01 1.205140101755843851e-01 8.361122079698763976e-01 5.179077084621228622e-01 2.750115375570731935e-01 8.668355851461573280e-01 5.876800456231826564e-01 1.253525598679723352e-01
2.635449338489671556e-01 2.097264022005892459e-01 1.188770266892841265e-01 1.985350619956608442e-01 1.657746756090953122e-01 4.461235647997894294e-01 5.916841746751736464e-01 4.355900253918819631e-01 8.179612576516861466e-01 3.245465720315243718e-02
2.483333215993013265e-01 1.801423214567062780e-01 3.899157960073028617e-01 5.474444100484233688e-01 9.784766236673162476e-01 9.133645057770202191e-01 7.398369025590398884e-01 9.652140141792930894e-02 7.011192600113408391e-01 6.094117975945158028e-01
5.041770837718212439e-01 9.620662915764497392e-01 5.482673535498115980e-01 9.860290281508592436e-01 1.476447989852071041e-01 9.504811904851888649e-01 1.605033889249930512e-01 6.457137549301029678e-01 4.435750691656872302e-01 6.189067188397374686e-01
5.937817295560551267e-01 3.640423289054881550e-01 9.770383386964475170e-01 5.219508333329815342e-01 1.484828790277712418e-01 2.272115211421837921e-01 1.679407959254046734e-01 8.730473461922867440e-01 2.889894139252987548e-01 4.876968202073805880e-01
8.577523768244552649e-01 5.181052595899171553e-02 8.613364806844509003e-01 8.683859753709275431e-01 1.778499502116938080e-01 5.388108085014789994e-01 9.957638007924596302e-01 5.806418468807245103e-01 6.794395023493704500e-01 6.216955543964074460e-01
5.741694109453396866e-01 2.449698461175805475e-01 4.399385688292252183e-01 9.729441461848711281e-01 2.644120923277185620e-01 6.537863179801657321e-01 1.210334177047311943e-01 3.792625789138037717e-02 2.441045829618015972e-02 2.525476751670696629e-02
1.555282859829665298e-02 5.483197603223464167e-01 1.343133060939343260e-01 7.756016340624283245e-01 7.068734928510275184e-01 3.239045142640647468e-01 9.493322371753081246e-01 1.920765013556251510e-01 3.743522230000964068e-01 6.209131401451717380e-01
7.685505431946556554e-01 1.273171741997841666e-01 8.434634667020636245e-01 6.517091205100462581e-01 4.774289008105395693e-01 3.102204000956596541e-01 6.757679001732579405e-01 6.212703585979505450e-01 7.399814329485274733e-01 2.584901266471519854e-01
1.909811287020217740e-01 8.909447280019185955e-01 5.660859511791007659e-01 7.953118364946659691e-01 3.337986203651205352e-01 8.310231537901994203e-01 6.961024211500742576e-01 4.835069649027208261e-01 5.071055896738786428e-01 5.919395949765894338e-01
3.864777381964303871e-01 8.680093596916365062e-01 4.495128021747194502e-01 5.793279265895922014e-01 5.418768380391217887e-01 3.644078194258305592e-01 2.851896727676805909e-02 3.737640496654663913e-01 2.274978936623319736e-01 9.042686780879156672e-01
2.280363858654542719e-01 9.992749741101694116e-01 1.594282369767594520e-01 2.728625558284419883e-01 9.703975422167189224e-01 3.483134260010285477e-01 3.097023155867267841e-01 5.517599844344540649e-01 7.852200140263491113e-01 6.166073550934855207e-01
9.481049347164142160e-01 9.951234724452954206e-01 3.155079688361689394e-01 2.992488661299033126e-01 3.104146489164343325e-01 3.576642511872838437e-01 3.980200625961466399e-01 4.266380631736399476e-02 7.997009307200775297e-01 3.422962268477502956e-02
1.201457111669946842e-01 4.656400880275044507e-01 3.856996311211272621e-01 3.583030284092280082e-01 1.408351752309048299e-01 1.049607331436301916e-01 5.065598168057608985e-01 6.243631753534308881e-01 9.768551731376701186e-01 8.680711611485174561e-01
8.000086220465837394e-01 2.345743049365727195e-01 9.621246042632315421e-01 6.826848302118575518e-01 5.505217813431866336e-01 1.264415470039459422e-01 1.499716865364826290e-01 2.030609110714540755e-01 1.896363103810499995e-01 6.236907015083311689e-01
7.299629495905832766e-01 8.474619611437385069e-01 7.560369553016799138e-02 4.401328473014554099e-03 2.390634028383963328e-01 1.424489855670466598e-01 6.711829965431651557e-01 5.643331719856201634e-01 8.677743055489658408e-01 2.364141724908500608e-01
9.836714658676674050e-01 8.287198379810883919e-01 6.817168755208703468e-01 3.421657485368722051e-01 6.536945923439965167e-01 1.362827368210022261e-01 1.489089335103853662e-01 3.937476130706524247e-01 3.714003023743444043e-01 5.907498196723390826e-01
9.288924652965349082e-01 8.211572854511820507e-01 6.957606754073455413e-01 4.962197932826917235e-02 7.806779477722942673e-01 7.122902108840450941e-01 5.138430876994353191e-01 7.552368840714650533e-01 4.187422692553031123e-01 1.502384815092449033e-01
6.598674570501690262e-01 1.031098725394283822e-01 6.973459022090270354e-01 9.123240713893580045e-01 8.781511727781113885e-01 5.240323073141111010e-01 3.293603835370831900e-01 9.864408534414169649e-01 2.738407593831037046e-01 2.146479722672156587e-02
9.554855325076603290e-01 1.629608072774398897e-01 2.580728410773547310e-02 6.849778809390874024e-01 2.701309230619821644e-01 7.921902803806147864e-01 7.295814828573110589e-02 5.978954689314577298e-01 7.256887160066904929e-02 1.143503530690773706e-01
1.395258609036809094e-02 6.242289965458462930e-01 8.732700662722300278e-01 7.176028057979247921e-01 1.830842207179474990e-01 1.235950059959877168e-01 4.259589943777445376e-01 5.941306843274514193e-01 8.620320856288874456e-01 6.416218160888050859e-01
5.492502853712618593e-01 2.049222251396729533e-01 9.426504102538134644e-01 6.803358930462507503e-01 1.750375231568603862e-01 7.221465428527854558e-01 2.240170137828900732e-02 3.917335999817348480e-01 6.914981487968530072e-01 1.953307177601726341e-02
3.864502944387004923e-03 3.371770589662983486e-01 5.841855083488245448e-01 3.543991297530476592e-01 4.058812713346849899e-01 2.816823227949286634e-01 2.437551788882499348e-01 7.373181386412671623e-01 3.388709073367425217e-01 6.046733539768210930e-01
